,subject,trial,rt,choice,item_value_0,item_value_1,item_value_2,gaze_0,gaze_1,gaze_2,n_items,dataset
38613,115,179,1073.0,0.0,4.0,1.0,,0.3825503355704698,0.6174496644295302,,2,tavares2017
38615,115,181,661.0,0.0,10.0,4.0,,0.7371428571428571,0.26285714285714284,,2,tavares2017
38617,115,183,1291.0,1.0,7.0,10.0,,0.5400943396226415,0.4599056603773585,,2,tavares2017
38619,115,185,863.0,1.0,1.0,7.0,,0.5988700564971752,0.4011299435028249,,2,tavares2017
38621,115,187,1131.0,0.0,7.0,1.0,,0.4923664122137405,0.5076335877862596,,2,tavares2017
38623,115,189,1013.0,0.0,4.0,1.0,,0.8117647058823529,0.18823529411764706,,2,tavares2017
38625,115,191,2517.0,1.0,4.0,1.0,,0.6453819840364879,0.35461801596351195,,2,tavares2017
38627,115,193,1017.0,0.0,7.0,4.0,,0.6875,0.3125,,2,tavares2017
38629,115,195,971.0,1.0,1.0,10.0,,0.21725239616613412,0.7827476038338658,,2,tavares2017
38631,115,197,2309.0,1.0,1.0,4.0,,0.3224755700325733,0.6775244299674267,,2,tavares2017
38633,115,199,589.0,1.0,7.0,10.0,,0.6598639455782312,0.3401360544217687,,2,tavares2017
38635,115,201,961.0,0.0,7.0,1.0,,0.8235294117647058,0.17647058823529413,,2,tavares2017
38637,115,203,1009.0,1.0,7.0,1.0,,0.2422535211267605,0.7577464788732394,,2,tavares2017
38639,115,205,645.0,0.0,7.0,1.0,,1.0,0.0,,2,tavares2017
38641,115,207,1029.0,0.0,7.0,1.0,,0.5235109717868338,0.4764890282131661,,2,tavares2017
38643,115,209,1331.0,1.0,7.0,10.0,,0.4398148148148148,0.5601851851851852,,2,tavares2017
38645,115,211,903.0,0.0,7.0,1.0,,0.6053639846743295,0.3946360153256705,,2,tavares2017
38647,115,213,3881.0,0.0,7.0,4.0,,0.5536858974358975,0.4463141025641026,,2,tavares2017
38649,115,215,5859.0,1.0,4.0,7.0,,0.4348931841302136,0.5651068158697864,,2,tavares2017
38651,115,217,1051.0,1.0,4.0,7.0,,0.0,1.0,,2,tavares2017
38653,115,219,763.0,0.0,4.0,1.0,,0.8214285714285714,0.17857142857142858,,2,tavares2017
38655,115,221,889.0,1.0,1.0,10.0,,0.2578397212543554,0.7421602787456446,,2,tavares2017
38657,115,223,917.0,1.0,4.0,10.0,,0.2441860465116279,0.7558139534883721,,2,tavares2017
38659,115,225,909.0,1.0,1.0,4.0,,0.0,1.0,,2,tavares2017
38661,115,227,679.0,1.0,10.0,4.0,,0.315,0.685,,2,tavares2017
38663,115,229,663.0,1.0,4.0,7.0,,0.16049382716049382,0.8395061728395061,,2,tavares2017
38665,115,231,1185.0,1.0,1.0,4.0,,0.3465703971119133,0.6534296028880866,,2,tavares2017
38667,115,233,1287.0,1.0,4.0,4.0,,0.4879518072289157,0.5120481927710844,,2,tavares2017
38669,115,235,1485.0,0.0,7.0,4.0,,0.708,0.292,,2,tavares2017
38671,115,237,2467.0,0.0,1.0,4.0,,0.7695800227014756,0.2304199772985244,,2,tavares2017
38673,115,239,1257.0,0.0,7.0,1.0,,0.7482837528604119,0.2517162471395881,,2,tavares2017
38675,115,241,681.0,1.0,1.0,7.0,,0.4406779661016949,0.559322033898305,,2,tavares2017
38677,115,243,949.0,1.0,1.0,1.0,,0.5639344262295082,0.4360655737704918,,2,tavares2017
38679,115,245,831.0,1.0,1.0,10.0,,0.0,1.0,,2,tavares2017
38681,115,247,819.0,1.0,1.0,4.0,,0.2790697674418605,0.7209302325581395,,2,tavares2017
38683,115,249,1265.0,0.0,7.0,1.0,,0.7491961414790996,0.2508038585209003,,2,tavares2017
38685,115,251,889.0,0.0,7.0,4.0,,0.4672131147540984,0.5327868852459017,,2,tavares2017
38687,115,253,977.0,1.0,1.0,7.0,,0.25513196480938416,0.7448680351906158,,2,tavares2017
38689,115,255,1091.0,1.0,4.0,4.0,,0.4867256637168141,0.5132743362831859,,2,tavares2017
38691,115,257,721.0,1.0,7.0,7.0,,0.0,1.0,,2,tavares2017
38693,115,259,1369.0,1.0,4.0,4.0,,0.3228511530398323,0.6771488469601677,,2,tavares2017
38695,115,261,839.0,1.0,1.0,7.0,,0.4776119402985074,0.5223880597014925,,2,tavares2017
38697,115,263,655.0,1.0,1.0,10.0,,0.3809523809523809,0.6190476190476191,,2,tavares2017
38699,115,265,921.0,1.0,7.0,10.0,,0.3708609271523179,0.6291390728476821,,2,tavares2017
38701,115,267,1177.0,0.0,10.0,7.0,,0.6053921568627451,0.3946078431372549,,2,tavares2017
38703,115,269,1115.0,0.0,1.0,1.0,,0.6594594594594595,0.34054054054054056,,2,tavares2017
38705,115,271,953.0,1.0,1.0,4.0,,0.3626373626373626,0.6373626373626373,,2,tavares2017
38707,115,273,2007.0,0.0,7.0,4.0,,0.5817875210792579,0.418212478920742,,2,tavares2017
38709,115,275,469.0,1.0,7.0,10.0,,0.0,1.0,,2,tavares2017
38711,115,277,1265.0,0.0,10.0,4.0,,0.5962732919254659,0.40372670807453415,,2,tavares2017
38713,115,279,949.0,0.0,10.0,4.0,,0.6329113924050633,0.3670886075949367,,2,tavares2017
38715,115,281,1093.0,0.0,7.0,1.0,,0.6935483870967742,0.3064516129032258,,2,tavares2017
38717,115,283,833.0,0.0,7.0,7.0,,0.6911764705882353,0.3088235294117647,,2,tavares2017
38719,115,285,753.0,1.0,1.0,7.0,,0.3240740740740741,0.6759259259259259,,2,tavares2017
38721,115,287,887.0,1.0,4.0,7.0,,0.5445026178010471,0.4554973821989529,,2,tavares2017
38723,115,289,825.0,0.0,7.0,7.0,,0.5619469026548672,0.4380530973451328,,2,tavares2017
38725,115,291,617.0,0.0,7.0,4.0,,1.0,0.0,,2,tavares2017
38727,115,293,869.0,1.0,1.0,7.0,,0.5240384615384616,0.4759615384615384,,2,tavares2017
38729,115,295,1347.0,0.0,4.0,1.0,,0.571753986332574,0.4282460136674261,,2,tavares2017
38731,115,297,725.0,0.0,7.0,1.0,,0.541095890410959,0.4589041095890411,,2,tavares2017
38733,115,299,1085.0,0.0,7.0,4.0,,0.7508196721311475,0.2491803278688525,,2,tavares2017
38735,115,301,553.0,1.0,1.0,10.0,,0.0,1.0,,2,tavares2017
38737,115,303,615.0,1.0,4.0,7.0,,0.54,0.46,,2,tavares2017
38739,115,305,967.0,0.0,7.0,1.0,,0.6779661016949152,0.3220338983050847,,2,tavares2017
38741,115,307,1133.0,0.0,4.0,1.0,,0.4866920152091255,0.5133079847908745,,2,tavares2017
38743,115,309,989.0,0.0,10.0,1.0,,0.7194570135746606,0.28054298642533937,,2,tavares2017
38745,115,311,1215.0,1.0,4.0,10.0,,0.5323383084577115,0.4676616915422885,,2,tavares2017
38747,115,313,773.0,1.0,4.0,4.0,,0.3432203389830508,0.6567796610169492,,2,tavares2017
38749,115,315,1245.0,1.0,4.0,7.0,,0.2309322033898305,0.7690677966101694,,2,tavares2017
38751,115,317,693.0,1.0,1.0,4.0,,0.4946236559139785,0.5053763440860215,,2,tavares2017
38753,115,319,699.0,1.0,1.0,4.0,,0.3368421052631579,0.6631578947368421,,2,tavares2017
38755,115,321,1723.0,1.0,4.0,1.0,,0.2581261950286807,0.7418738049713193,,2,tavares2017
38757,115,323,923.0,1.0,4.0,1.0,,0.4846416382252561,0.5153583617747439,,2,tavares2017
38759,115,325,1029.0,0.0,10.0,4.0,,0.6466165413533834,0.3533834586466165,,2,tavares2017
38761,115,327,639.0,1.0,1.0,10.0,,0.4583333333333333,0.5416666666666666,,2,tavares2017
38763,115,329,751.0,1.0,4.0,4.0,,0.3632478632478632,0.6367521367521367,,2,tavares2017
38765,115,331,741.0,0.0,4.0,1.0,,0.7233009708737864,0.2766990291262136,,2,tavares2017
38767,115,333,601.0,1.0,4.0,7.0,,0.42857142857142855,0.5714285714285714,,2,tavares2017
38769,115,335,655.0,1.0,4.0,7.0,,0.3977272727272727,0.6022727272727273,,2,tavares2017
38771,115,337,1369.0,0.0,10.0,7.0,,0.6376811594202898,0.3623188405797101,,2,tavares2017
38773,115,339,1119.0,0.0,7.0,4.0,,0.5698630136986301,0.4301369863013699,,2,tavares2017
38775,115,341,1001.0,1.0,4.0,7.0,,0.2264957264957265,0.7735042735042735,,2,tavares2017
38777,115,343,1167.0,0.0,10.0,4.0,,0.8172323759791122,0.18276762402088773,,2,tavares2017
38779,115,345,1281.0,0.0,1.0,1.0,,0.7645502645502645,0.23544973544973544,,2,tavares2017
38781,115,347,845.0,0.0,4.0,1.0,,0.8120567375886525,0.1879432624113475,,2,tavares2017
38783,115,349,693.0,1.0,4.0,7.0,,0.5925925925925926,0.4074074074074074,,2,tavares2017
38785,115,351,549.0,0.0,4.0,1.0,,0.7192982456140351,0.2807017543859649,,2,tavares2017
38787,115,353,693.0,1.0,4.0,4.0,,0.29245283018867924,0.7075471698113207,,2,tavares2017
38789,115,355,1067.0,0.0,10.0,1.0,,0.7535211267605634,0.24647887323943665,,2,tavares2017
38791,115,357,1051.0,0.0,7.0,4.0,,0.6972477064220184,0.3027522935779817,,2,tavares2017
38793,115,359,749.0,1.0,1.0,1.0,,0.3640350877192983,0.6359649122807017,,2,tavares2017
38795,115,361,1237.0,1.0,1.0,7.0,,0.3961038961038961,0.6038961038961039,,2,tavares2017
38797,115,363,775.0,1.0,1.0,4.0,,0.0,1.0,,2,tavares2017
38799,115,365,872.0,1.0,4.0,7.0,,0.31313131313131315,0.6868686868686869,,2,tavares2017
38801,115,367,1493.0,1.0,1.0,4.0,,0.4841849148418492,0.5158150851581509,,2,tavares2017
38803,115,369,945.0,0.0,10.0,4.0,,0.5586854460093896,0.4413145539906103,,2,tavares2017
38805,115,371,1225.0,0.0,7.0,4.0,,0.5912162162162162,0.40878378378378377,,2,tavares2017
38807,115,373,879.0,1.0,1.0,10.0,,0.0,1.0,,2,tavares2017
38809,115,375,1189.0,1.0,7.0,10.0,,0.0,1.0,,2,tavares2017
38811,115,377,1207.0,0.0,7.0,1.0,,0.4225806451612904,0.5774193548387097,,2,tavares2017
38813,115,379,1009.0,1.0,7.0,7.0,,0.0,1.0,,2,tavares2017
38815,115,381,1263.0,0.0,7.0,10.0,,0.7047619047619048,0.29523809523809524,,2,tavares2017
38817,115,383,609.0,0.0,4.0,4.0,,0.6319444444444444,0.3680555555555556,,2,tavares2017
38819,115,385,1623.0,1.0,1.0,4.0,,0.1525974025974026,0.8474025974025974,,2,tavares2017
38821,115,387,833.0,1.0,4.0,10.0,,0.2867132867132867,0.7132867132867133,,2,tavares2017
38823,115,389,717.0,0.0,7.0,1.0,,1.0,0.0,,2,tavares2017
38825,115,391,2143.0,1.0,1.0,4.0,,0.4214285714285714,0.5785714285714286,,2,tavares2017
38827,115,393,1675.0,0.0,7.0,1.0,,0.5452261306532663,0.4547738693467337,,2,tavares2017
38829,115,395,1023.0,0.0,4.0,1.0,,0.4808510638297872,0.5191489361702127,,2,tavares2017
38831,115,397,533.0,0.0,4.0,7.0,,1.0,0.0,,2,tavares2017
38833,115,399,2055.0,1.0,4.0,7.0,,0.4929775280898877,0.5070224719101124,,2,tavares2017
38835,115,401,1924.0,1.0,7.0,7.0,,0.5705329153605015,0.4294670846394985,,2,tavares2017
38837,115,403,600.0,1.0,4.0,1.0,,0.0,1.0,,2,tavares2017
38839,115,405,2383.0,0.0,7.0,4.0,,0.7138157894736842,0.28618421052631576,,2,tavares2017
38841,115,407,677.0,0.0,10.0,4.0,,0.6369426751592356,0.3630573248407643,,2,tavares2017
38843,115,409,963.0,1.0,4.0,1.0,,0.3174061433447099,0.6825938566552902,,2,tavares2017
38845,115,411,821.0,1.0,7.0,1.0,,0.497907949790795,0.502092050209205,,2,tavares2017
38847,115,413,981.0,0.0,4.0,7.0,,0.5666666666666667,0.43333333333333335,,2,tavares2017
38849,115,415,941.0,1.0,1.0,10.0,,0.1918238993710692,0.8081761006289309,,2,tavares2017
38851,115,417,737.0,1.0,1.0,7.0,,0.35,0.65,,2,tavares2017
38853,115,419,1027.0,1.0,4.0,10.0,,0.4041666666666667,0.5958333333333333,,2,tavares2017
38855,115,421,957.0,1.0,1.0,1.0,,0.5112781954887218,0.4887218045112782,,2,tavares2017
38857,115,423,591.0,0.0,7.0,4.0,,1.0,0.0,,2,tavares2017
38859,115,425,639.0,1.0,4.0,10.0,,0.4698795180722892,0.5301204819277109,,2,tavares2017
38861,115,427,713.0,1.0,10.0,7.0,,0.3414634146341464,0.6585365853658537,,2,tavares2017
38863,115,429,919.0,1.0,4.0,7.0,,0.3027210884353741,0.6972789115646258,,2,tavares2017
38865,115,431,711.0,1.0,1.0,1.0,,0.2723004694835681,0.7276995305164319,,2,tavares2017
38867,115,433,1341.0,0.0,1.0,4.0,,0.6276346604215457,0.3723653395784544,,2,tavares2017
38869,115,435,1667.0,1.0,1.0,7.0,,0.4046434494195688,0.5953565505804311,,2,tavares2017
38871,115,437,3464.0,0.0,4.0,1.0,,0.531322505800464,0.46867749419953597,,2,tavares2017
38873,115,439,837.0,0.0,1.0,1.0,,0.5663716814159292,0.4336283185840708,,2,tavares2017
38875,115,441,1923.0,0.0,4.0,10.0,,0.5327510917030568,0.4672489082969432,,2,tavares2017
38877,115,443,1891.0,0.0,7.0,7.0,,0.5965166908563135,0.4034833091436865,,2,tavares2017
38879,115,445,891.0,0.0,10.0,4.0,,0.41452991452991456,0.5854700854700855,,2,tavares2017
38881,115,447,1273.0,1.0,7.0,10.0,,0.4764267990074442,0.5235732009925558,,2,tavares2017
38883,115,449,729.0,1.0,7.0,7.0,,0.3316582914572864,0.6683417085427136,,2,tavares2017
38885,115,451,1529.0,1.0,7.0,7.0,,0.4143763213530655,0.5856236786469344,,2,tavares2017
38887,115,453,1395.0,0.0,1.0,1.0,,0.5441176470588235,0.4558823529411765,,2,tavares2017
38889,115,455,1335.0,0.0,10.0,7.0,,0.1206896551724138,0.8793103448275862,,2,tavares2017
38891,115,457,1233.0,1.0,4.0,7.0,,0.528,0.472,,2,tavares2017
38893,115,459,1221.0,1.0,1.0,4.0,,0.3106267029972752,0.6893732970027248,,2,tavares2017
38895,115,461,1221.0,0.0,7.0,4.0,,0.5914489311163895,0.4085510688836104,,2,tavares2017
38897,115,463,813.0,1.0,7.0,10.0,,0.2490974729241877,0.7509025270758123,,2,tavares2017
38899,115,465,1505.0,1.0,4.0,7.0,,0.5961904761904762,0.4038095238095238,,2,tavares2017
38901,115,467,649.0,0.0,7.0,1.0,,1.0,0.0,,2,tavares2017
38903,115,469,605.0,0.0,7.0,1.0,,1.0,0.0,,2,tavares2017
38905,115,471,905.0,0.0,7.0,1.0,,0.575187969924812,0.424812030075188,,2,tavares2017
38907,115,473,961.0,0.0,10.0,1.0,,0.7283464566929134,0.27165354330708663,,2,tavares2017
38909,115,475,991.0,1.0,1.0,4.0,,0.2125748502994012,0.7874251497005988,,2,tavares2017
38911,115,477,1167.0,0.0,7.0,4.0,,0.6201550387596899,0.3798449612403101,,2,tavares2017
38913,115,479,795.0,1.0,4.0,10.0,,0.4074074074074074,0.5925925925925926,,2,tavares2017
38915,115,481,1817.0,1.0,7.0,4.0,,0.30959752321981426,0.6904024767801857,,2,tavares2017
38917,115,483,943.0,1.0,4.0,7.0,,0.2932098765432099,0.7067901234567902,,2,tavares2017
38919,115,485,889.0,1.0,4.0,7.0,,0.28292682926829266,0.7170731707317073,,2,tavares2017
38921,115,487,603.0,0.0,4.0,1.0,,0.5891472868217055,0.4108527131782946,,2,tavares2017
38923,115,489,633.0,1.0,1.0,10.0,,0.0,1.0,,2,tavares2017
38925,115,491,671.0,0.0,10.0,4.0,,1.0,0.0,,2,tavares2017
38927,115,493,633.0,0.0,10.0,7.0,,0.7191780821917808,0.2808219178082192,,2,tavares2017
38929,115,495,581.0,0.0,10.0,1.0,,1.0,0.0,,2,tavares2017
38931,115,497,585.0,0.0,7.0,7.0,,1.0,0.0,,2,tavares2017
38933,115,499,765.0,1.0,1.0,10.0,,0.36607142857142855,0.6339285714285714,,2,tavares2017
38935,115,501,893.0,1.0,1.0,4.0,,0.3202846975088968,0.6797153024911032,,2,tavares2017
38937,115,503,885.0,1.0,4.0,4.0,,0.3591549295774648,0.6408450704225352,,2,tavares2017
38939,115,505,681.0,0.0,7.0,4.0,,1.0,0.0,,2,tavares2017
38941,115,507,2557.0,0.0,1.0,4.0,,0.7011033099297894,0.29889669007021064,,2,tavares2017
38943,115,509,965.0,0.0,7.0,1.0,,0.796923076923077,0.20307692307692307,,2,tavares2017
38945,115,511,859.0,1.0,1.0,7.0,,0.4558823529411765,0.5441176470588235,,2,tavares2017
38947,115,513,757.0,1.0,1.0,1.0,,0.3488372093023256,0.6511627906976745,,2,tavares2017
38949,115,515,589.0,1.0,1.0,10.0,,0.0,1.0,,2,tavares2017
38951,115,517,969.0,1.0,1.0,4.0,,0.348993288590604,0.6510067114093959,,2,tavares2017
38953,115,519,1097.0,0.0,7.0,1.0,,0.6807909604519774,0.3192090395480226,,2,tavares2017
38955,115,521,1805.0,0.0,7.0,4.0,,0.3881278538812785,0.6118721461187214,,2,tavares2017
38957,115,523,816.0,1.0,1.0,7.0,,0.3574660633484163,0.6425339366515838,,2,tavares2017
38959,115,525,995.0,1.0,7.0,10.0,,0.3249211356466877,0.6750788643533123,,2,tavares2017
38961,115,527,889.0,1.0,7.0,7.0,,0.3,0.7,,2,tavares2017
38963,115,529,693.0,1.0,7.0,10.0,,0.0,1.0,,2,tavares2017
38965,115,531,1383.0,0.0,7.0,1.0,,0.750996015936255,0.24900398406374505,,2,tavares2017
38967,115,533,907.0,0.0,10.0,4.0,,0.5018450184501845,0.4981549815498155,,2,tavares2017
38969,115,535,937.0,1.0,4.0,7.0,,0.0,1.0,,2,tavares2017
38971,115,537,601.0,1.0,1.0,4.0,,0.4304635761589404,0.5695364238410596,,2,tavares2017
38973,115,539,803.0,0.0,10.0,4.0,,1.0,0.0,,2,tavares2017
38975,115,541,1635.0,0.0,1.0,4.0,,0.4890829694323144,0.5109170305676856,,2,tavares2017
38977,115,543,1013.0,1.0,1.0,7.0,,0.2197452229299363,0.7802547770700637,,2,tavares2017
38979,115,545,1829.0,1.0,1.0,4.0,,0.2704225352112676,0.7295774647887324,,2,tavares2017
38981,115,547,1723.0,0.0,4.0,7.0,,0.6865671641791045,0.31343283582089554,,2,tavares2017
38983,115,549,541.0,1.0,1.0,1.0,,0.4609375,0.5390625,,2,tavares2017
38985,115,551,787.0,0.0,10.0,1.0,,1.0,0.0,,2,tavares2017
38987,115,553,821.0,1.0,4.0,7.0,,0.3483606557377049,0.6516393442622951,,2,tavares2017
38989,115,555,691.0,1.0,1.0,7.0,,0.43478260869565216,0.5652173913043478,,2,tavares2017
38991,115,557,683.0,0.0,7.0,4.0,,0.6322580645161291,0.36774193548387096,,2,tavares2017
38993,115,559,929.0,0.0,10.0,7.0,,0.7147147147147147,0.2852852852852853,,2,tavares2017
38995,115,561,3543.0,1.0,4.0,7.0,,0.301416048550236,0.698583951449764,,2,tavares2017
38997,115,563,1041.0,1.0,7.0,7.0,,0.4447674418604651,0.5552325581395349,,2,tavares2017
38999,115,565,1153.0,0.0,7.0,4.0,,0.6934306569343066,0.30656934306569344,,2,tavares2017
39001,115,567,987.0,0.0,7.0,4.0,,0.7483870967741936,0.25161290322580643,,2,tavares2017
39003,115,569,641.0,1.0,1.0,7.0,,0.4666666666666667,0.5333333333333333,,2,tavares2017
39005,115,571,801.0,0.0,7.0,1.0,,0.7478260869565218,0.25217391304347825,,2,tavares2017
39007,115,573,1055.0,0.0,4.0,1.0,,0.6834319526627219,0.3165680473372781,,2,tavares2017
39009,115,575,745.0,1.0,1.0,4.0,,0.3122171945701357,0.6877828054298643,,2,tavares2017
39011,115,577,599.0,0.0,7.0,1.0,,1.0,0.0,,2,tavares2017
39013,115,579,1051.0,1.0,4.0,7.0,,0.2457627118644068,0.7542372881355932,,2,tavares2017
39015,115,581,2525.0,1.0,7.0,1.0,,0.4610244988864143,0.5389755011135857,,2,tavares2017
39017,115,583,1039.0,0.0,4.0,4.0,,0.6775147928994083,0.3224852071005917,,2,tavares2017
39019,115,585,637.0,0.0,4.0,1.0,,1.0,0.0,,2,tavares2017
39021,115,587,1431.0,0.0,1.0,4.0,,0.6801541425818882,0.3198458574181118,,2,tavares2017
39023,115,589,1603.0,0.0,10.0,7.0,,0.7326968973747017,0.26730310262529833,,2,tavares2017
39025,115,591,1283.0,1.0,4.0,4.0,,0.2852112676056338,0.7147887323943662,,2,tavares2017
39027,115,593,553.0,0.0,7.0,4.0,,1.0,0.0,,2,tavares2017
39029,115,595,1005.0,1.0,4.0,7.0,,0.5545171339563862,0.4454828660436137,,2,tavares2017
39031,115,597,1191.0,0.0,7.0,10.0,,0.536,0.464,,2,tavares2017
39033,115,599,1041.0,1.0,1.0,7.0,,0.6213333333333333,0.37866666666666665,,2,tavares2017
39035,115,601,645.0,0.0,7.0,4.0,,0.4878048780487805,0.5121951219512195,,2,tavares2017
39037,115,603,983.0,0.0,4.0,7.0,,0.5746753246753247,0.4253246753246753,,2,tavares2017
39039,115,605,1489.0,1.0,1.0,4.0,,0.4671532846715328,0.5328467153284672,,2,tavares2017
39041,115,607,771.0,1.0,4.0,10.0,,0.3146551724137931,0.6853448275862069,,2,tavares2017
39043,115,609,1251.0,0.0,10.0,4.0,,0.7277227722772277,0.2722772277227723,,2,tavares2017
39045,115,611,579.0,1.0,1.0,10.0,,0.4577464788732394,0.5422535211267606,,2,tavares2017
39047,115,613,1051.0,1.0,4.0,7.0,,0.0,1.0,,2,tavares2017
39049,115,615,873.0,0.0,10.0,4.0,,0.6612244897959184,0.33877551020408164,,2,tavares2017
39051,115,617,935.0,0.0,4.0,1.0,,0.6630434782608695,0.33695652173913043,,2,tavares2017
39053,115,619,641.0,1.0,10.0,1.0,,0.4207317073170732,0.5792682926829268,,2,tavares2017
39055,115,621,1159.0,0.0,1.0,1.0,,0.8482587064676617,0.1517412935323383,,2,tavares2017
39057,115,623,993.0,0.0,10.0,7.0,,0.7003154574132492,0.2996845425867508,,2,tavares2017
39059,115,625,975.0,1.0,10.0,7.0,,0.2620481927710843,0.7379518072289156,,2,tavares2017
39061,115,627,559.0,0.0,10.0,1.0,,1.0,0.0,,2,tavares2017
39063,115,629,601.0,1.0,4.0,7.0,,0.4809160305343512,0.5190839694656488,,2,tavares2017
39065,115,631,1373.0,0.0,1.0,1.0,,0.5109034267912772,0.4890965732087227,,2,tavares2017
39067,115,633,2226.0,0.0,1.0,4.0,,0.4781341107871721,0.521865889212828,,2,tavares2017
39069,115,635,585.0,0.0,4.0,1.0,,0.5041322314049587,0.4958677685950413,,2,tavares2017
39071,115,637,1005.0,0.0,4.0,4.0,,0.6160714285714286,0.38392857142857145,,2,tavares2017
39073,115,639,853.0,0.0,7.0,10.0,,0.5546218487394958,0.4453781512605042,,2,tavares2017
39075,115,641,793.0,1.0,4.0,4.0,,0.3225806451612903,0.6774193548387096,,2,tavares2017
39077,115,643,659.0,1.0,1.0,1.0,,0.3670212765957447,0.6329787234042553,,2,tavares2017
39079,115,645,747.0,1.0,7.0,7.0,,0.44545454545454544,0.5545454545454546,,2,tavares2017
39081,115,647,2053.0,1.0,4.0,7.0,,0.26666666666666666,0.7333333333333333,,2,tavares2017
39083,115,649,1733.0,1.0,1.0,4.0,,0.09467455621301776,0.9053254437869822,,2,tavares2017
39085,115,651,1587.0,0.0,1.0,7.0,,0.7129094412331407,0.2870905587668593,,2,tavares2017
39087,115,653,815.0,1.0,1.0,7.0,,0.2689393939393939,0.7310606060606061,,2,tavares2017
39089,115,655,1043.0,0.0,7.0,1.0,,0.5957446808510638,0.40425531914893614,,2,tavares2017
39091,115,657,875.0,0.0,7.0,4.0,,1.0,0.0,,2,tavares2017
39093,115,659,611.0,0.0,10.0,4.0,,1.0,0.0,,2,tavares2017
39095,115,661,1169.0,0.0,7.0,4.0,,0.6677852348993288,0.3322147651006712,,2,tavares2017
39097,115,663,987.0,0.0,7.0,10.0,,0.3300970873786408,0.6699029126213593,,2,tavares2017
39099,115,665,1143.0,0.0,7.0,4.0,,0.3922413793103448,0.6077586206896551,,2,tavares2017
39101,115,667,919.0,0.0,7.0,1.0,,0.4513274336283186,0.5486725663716814,,2,tavares2017
39103,115,669,669.0,0.0,10.0,7.0,,0.5,0.5,,2,tavares2017
39105,115,671,1383.0,1.0,1.0,4.0,,0.5778781038374717,0.4221218961625282,,2,tavares2017
39107,115,673,671.0,1.0,4.0,10.0,,0.4968152866242038,0.5031847133757962,,2,tavares2017
39109,115,675,1239.0,0.0,1.0,1.0,,0.4806629834254144,0.5193370165745856,,2,tavares2017
39111,115,677,645.0,1.0,1.0,4.0,,0.4861878453038674,0.5138121546961326,,2,tavares2017
39113,115,679,733.0,1.0,4.0,7.0,,0.3240740740740741,0.6759259259259259,,2,tavares2017
39115,115,681,877.0,0.0,7.0,1.0,,0.5643153526970954,0.43568464730290457,,2,tavares2017
39117,115,683,573.0,1.0,1.0,7.0,,0.4393939393939394,0.5606060606060606,,2,tavares2017
39119,115,685,805.0,1.0,4.0,1.0,,0.4112903225806452,0.5887096774193549,,2,tavares2017
39121,115,687,717.0,1.0,7.0,4.0,,0.3492822966507177,0.6507177033492823,,2,tavares2017
39123,115,689,2281.0,0.0,4.0,1.0,,0.5878220140515222,0.41217798594847777,,2,tavares2017
39125,115,691,2387.0,0.0,4.0,1.0,,0.6183908045977011,0.3816091954022989,,2,tavares2017
39127,115,693,867.0,0.0,4.0,1.0,,0.4354066985645933,0.5645933014354066,,2,tavares2017
39129,115,695,1397.0,1.0,7.0,10.0,,0.7002141327623126,0.2997858672376873,,2,tavares2017
39131,115,697,882.0,1.0,1.0,4.0,,0.22295081967213115,0.7770491803278688,,2,tavares2017
39133,115,699,4658.0,0.0,10.0,1.0,,0.6291005291005289,0.3708994708994709,,2,tavares2017
39135,115,701,986.0,1.0,4.0,7.0,,0.2225519287833828,0.7774480712166172,,2,tavares2017
39137,115,703,978.0,1.0,4.0,7.0,,0.2653061224489796,0.7346938775510204,,2,tavares2017
39139,115,705,1334.0,1.0,1.0,4.0,,0.3236994219653179,0.6763005780346821,,2,tavares2017
39141,115,707,1088.0,0.0,7.0,10.0,,0.7378917378917379,0.2621082621082621,,2,tavares2017
39143,115,709,1578.0,1.0,1.0,7.0,,0.12658227848101267,0.8734177215189873,,2,tavares2017
39145,115,711,852.0,0.0,7.0,4.0,,0.5388349514563107,0.4611650485436893,,2,tavares2017
39147,115,713,896.0,1.0,1.0,7.0,,0.6141078838174274,0.38589211618257263,,2,tavares2017
39149,115,715,790.0,0.0,1.0,4.0,,0.6051502145922747,0.3948497854077253,,2,tavares2017
39151,115,717,1984.0,0.0,7.0,7.0,,0.6127388535031847,0.3872611464968153,,2,tavares2017
39153,115,719,1538.0,0.0,4.0,4.0,,0.7931034482758621,0.206896551724138,,2,tavares2017
39155,115,721,898.0,0.0,10.0,1.0,,1.0,0.0,,2,tavares2017
39157,115,723,1126.0,1.0,4.0,1.0,,0.3728813559322034,0.6271186440677966,,2,tavares2017
39159,115,725,716.0,0.0,10.0,4.0,,1.0,0.0,,2,tavares2017
39161,115,727,1106.0,1.0,1.0,10.0,,0.391644908616188,0.6083550913838119,,2,tavares2017
39163,115,729,714.0,0.0,7.0,4.0,,0.5443786982248521,0.4556213017751479,,2,tavares2017
39165,115,731,1322.0,1.0,1.0,4.0,,0.8607350096711799,0.13926499032882012,,2,tavares2017
39167,115,733,686.0,0.0,10.0,1.0,,1.0,0.0,,2,tavares2017
39169,115,735,1026.0,1.0,1.0,7.0,,0.2785234899328859,0.7214765100671141,,2,tavares2017
39171,115,737,2424.0,0.0,7.0,4.0,,0.6047774158523345,0.3952225841476656,,2,tavares2017
